timestamp,frame_id,target_id,range_m,ambient_temp_c,target_temp_c,delta_t_c,snr_db,netd_mk,detection_confidence,detected,classified,classification_latency_ms,track_error_m,sensor_temp_c,frame_rate_hz,dropped_frame
1779285600867,26,GND-VEH-01,430.7,19.15,22.18,3.03,18.65,20.9,0.962,1,1,31.0,0.13,27.65,29.9,0
1779285600900,27,PERSON-01,584.6,18.82,21.73,2.91,18.26,23.0,0.990,1,1,33.1,0.15,28.01,29.9,0
1779285600933,28,UAS-01,482.0,18.80,21.74,2.94,18.03,21.4,0.990,1,1,31.0,0.54,28.56,30.0,0
1779285600967,29,UAS-02,522.6,19.01,22.32,3.31,18.98,20.6,0.990,1,1,31.0,0.02,28.11,30.0,0
1779285601000,30,GND-VEH-01,451.7,18.85,22.10,3.25,18.19,22.4,0.982,1,1,31.0,0.08,27.78,30.2,0
1779285601033,31,PERSON-01,450.8,18.72,22.02,3.30,18.01,21.9,0.990,1,1,32.4,0.11,28.08,19.8,1
1779285601067,32,UAS-01,481.4,18.79,21.78,2.99,18.62,21.4,0.990,1,1,31.0,0.28,28.11,20.3,1
1779285601100,33,UAS-02,619.9,19.06,22.04,2.98,17.75,22.1,0.990,1,1,31.9,0.01,27.85,20.9,1
1779285601133,34,GND-VEH-01,376.0,18.92,22.17,3.24,18.36,22.5,0.990,1,1,31.6,0.30,28.25,29.9,0
1779285601167,35,PERSON-01,700.2,18.96,21.91,2.94,18.73,20.8,0.990,1,1,31.5,0.04,28.10,30.0,0
1779285601200,36,UAS-01,372.3,18.79,21.94,3.14,18.62,21.5,0.990,1,1,31.8,0.24,28.16,30.1,0
1779285601233,37,UAS-02,303.5,18.96,22.55,3.60,19.17,22.9,0.990,1,1,31.0,0.10,27.90,29.9,0
1779285601267,38,GND-VEH-01,528.3,18.67,21.95,3.28,18.54,21.2,0.990,1,1,31.4,0.39,28.31,30.0,0
1779285601300,39,PERSON-01,879.7,18.95,21.94,2.99,18.15,22.9,0.987,1,1,32.8,0.23,28.22,30.1,0
1779285601333,40,UAS-01,328.0,19.11,22.42,3.31,18.92,22.6,0.990,1,1,31.7,0.10,28.40,30.1,0
1779285601367,41,UAS-02,726.5,19.17,21.91,2.75,17.94,20.5,0.969,1,1,31.0,0.03,28.19,30.1,0
1779285601400,42,GND-VEH-01,393.7,19.01,22.47,3.46,18.93,22.5,0.990,1,1,31.9,0.49,28.07,29.9,0
1779285601433,43,PERSON-01,731.6,19.01,21.97,2.97,17.84,21.6,0.987,1,1,31.0,0.05,28.51,30.0,0
1779285601467,44,UAS-01,498.5,18.81,22.23,3.42,18.51,21.7,0.990,1,1,32.3,0.39,27.90,30.1,0
1779285601500,45,UAS-02,357.4,19.12,22.14,3.02,17.44,22.6,0.990,1,1,31.0,0.36,28.15,29.9,0
1779285601533,46,GND-VEH-01,727.8,19.09,22.19,3.10,18.10,23.0,0.990,1,1,31.0,0.16,28.70,30.1,0
1779285601567,47,PERSON-01,478.5,18.96,22.07,3.11,18.66,20.0,0.990,1,1,32.1,0.32,28.07,29.9,0
1779285601600,48,UAS-01,688.5,19.22,22.15,2.94,17.89,23.0,0.990,1,1,31.0,0.08,28.35,30.0,0
1779285601633,49,UAS-02,304.7,19.10,22.40,3.30,18.43,21.2,0.956,1,1,31.3,0.39,28.38,30.1,0
1779285601667,50,GND-VEH-01,1141.8,19.01,21.82,2.81,17.81,21.6,0.990,1,1,31.9,0.04,28.49,22.5,1
1779285601700,51,PERSON-01,675.5,18.76,21.76,3.00,18.24,21.1,0.990,1,1,31.0,0.10,27.98,30.0,0
1779285601733,52,UAS-01,338.7,19.03,22.05,3.02,17.33,23.0,0.990,1,1,31.0,0.19,27.64,30.0,0
1779285601767,53,UAS-02,961.8,18.96,22.03,3.07,18.12,23.4,0.990,1,1,33.3,0.09,28.48,30.1,0
1779285601800,54,GND-VEH-01,300.0,19.04,22.13,3.09,18.46,21.2,0.985,1,1,33.7,0.25,28.34,29.9,0
1779285601833,55,PERSON-01,741.1,18.90,21.78,2.88,17.42,21.9,0.990,1,1,31.0,0.31,27.89,30.0,0
1779285601867,56,UAS-01,495.8,18.90,22.08,3.18,18.10,21.3,0.990,1,1,31.0,0.11,28.41,30.0,0
1779285601900,57,UAS-02,419.6,19.03,22.21,3.18,17.35,23.4,0.990,1,1,32.2,0.46,27.89,30.0,0
1779285601933,58,GND-VEH-01,560.4,19.01,22.03,3.03,18.23,23.8,0.990,1,1,31.2,0.42,27.98,30.1,0
1779285601967,59,PERSON-01,375.7,18.73,22.06,3.32,18.76,21.5,0.990,1,1,32.0,0.06,27.70,30.0,0
1779285602000,60,UAS-01,514.5,18.84,21.96,3.12,17.91,22.9,0.990,1,1,31.0,0.49,28.49,29.9,0
1779285602033,61,UAS-02,438.0,18.82,22.09,3.27,17.54,21.9,0.990,1,1,31.0,0.39,28.84,30.0,0
1779285602067,62,GND-VEH-01,465.7,18.99,22.17,3.18,18.21,24.1,0.973,1,1,32.0,0.21,28.10,29.9,0
1779285602100,63,PERSON-01,343.5,19.12,22.51,3.39,18.67,20.3,0.990,1,1,31.0,0.28,27.64,30.0,0
1779285602133,64,UAS-01,468.4,19.20,22.48,3.27,18.82,22.1,0.990,1,1,31.0,0.28,28.27,30.0,0
1779285602167,65,UAS-02,348.2,18.87,22.54,3.67,18.89,23.0,0.990,1,1,31.0,0.40,28.17,30.0,0
1779285602200,66,GND-VEH-01,757.7,19.12,22.10,2.98,17.81,21.8,0.990,1,1,31.6,0.32,28.32,29.9,0
1779285602233,67,PERSON-01,578.6,18.95,22.33,3.38,18.31,23.2,0.990,1,1,31.3,0.69,28.20,30.1,0
1779285602267,68,UAS-01,367.9,18.78,22.12,3.34,18.52,23.0,0.977,1,1,31.0,0.25,28.02,30.0,0
1779285602300,69,UAS-02,710.7,18.87,21.88,3.00,18.13,21.3,0.990,1,1,31.0,0.29,28.51,29.9,0
1779285602333,70,GND-VEH-01,533.7,18.93,22.34,3.41,18.71,22.8,0.989,1,1,31.7,0.14,28.06,30.1,0
1779285602367,71,PERSON-01,419.7,19.10,22.24,3.15,18.70,22.5,0.977,1,1,31.0,0.39,28.36,30.1,0
1779285602400,72,UAS-01,651.4,18.77,22.18,3.41,18.92,21.6,0.990,1,1,32.4,0.23,28.17,30.1,0
1779285602433,73,UAS-02,725.7,18.94,22.08,3.13,18.68,20.9,0.989,1,1,31.8,0.11,28.48,29.9,0
1779285602467,74,GND-VEH-01,507.0,18.78,21.82,3.04,17.31,21.8,0.990,1,1,33.0,0.17,27.90,30.0,0
1779285602500,75,PERSON-01,391.7,19.21,22.42,3.21,18.10,20.4,0.987,1,1,32.9,0.30,28.38,30.1,0
1779285602533,76,UAS-01,742.1,19.23,22.19,2.96,18.28,21.4,0.974,1,1,33.3,0.69,28.06,30.1,0
1779285602567,77,UAS-02,333.8,19.15,22.29,3.14,18.37,21.9,0.990,1,1,31.0,0.22,28.49,29.9,0
1779285602600,78,GND-VEH-01,717.3,19.00,22.19,3.19,18.64,22.2,0.990,1,1,31.0,0.13,28.36,30.0,0
1779285602633,79,PERSON-01,563.1,19.08,22.17,3.08,18.99,22.6,0.982,1,1,31.0,0.31,28.51,30.1,0
1779285602667,80,UAS-01,554.0,19.04,22.45,3.41,18.40,22.9,0.990,1,1,31.1,0.18,28.49,30.1,0
1779285602700,81,UAS-02,579.6,18.81,22.09,3.28,19.19,21.4,0.986,1,1,31.2,0.08,28.38,29.9,0
1779285602733,82,GND-VEH-01,609.8,19.16,22.51,3.35,18.26,20.2,0.979,1,1,31.0,0.03,27.95,30.0,0
1779285602767,83,PERSON-01,589.9,18.92,22.37,3.44,18.02,23.1,0.990,1,1,31.0,0.03,28.27,30.0,0
1779285602800,84,UAS-01,344.4,18.85,22.11,3.26,18.72,21.6,0.985,1,1,32.3,0.17,28.08,22.0,1
1779285602833,85,UAS-02,344.3,19.11,22.40,3.29,18.80,21.3,0.990,1,1,31.0,0.19,28.79,30.0,0
1779285602867,86,GND-VEH-01,387.3,18.96,22.54,3.58,18.44,22.4,0.990,1,1,31.0,0.29,28.48,29.9,0
1779285602900,87,PERSON-01,460.5,19.30,22.20,2.90,17.74,22.5,0.990,1,1,31.0,0.29,28.45,30.0,0
1779285602933,88,UAS-01,568.8,18.91,21.88,2.97,18.31,21.1,0.990,1,1,31.0,0.02,28.19,30.0,0
1779285602967,89,UAS-02,336.8,18.71,22.24,3.53,18.27,22.5,0.990,1,1,33.9,0.08,28.25,30.1,0
1779285603000,90,GND-VEH-01,471.2,18.97,21.89,2.93,17.91,24.3,0.982,1,1,32.3,0.01,28.26,30.1,0
1779285603033,91,PERSON-01,306.8,19.18,22.23,3.06,18.07,21.7,0.990,1,1,33.2,0.15,28.17,29.9,0
1779285603067,92,UAS-01,464.6,18.86,21.90,3.04,18.32,22.6,0.990,1,1,31.0,0.29,28.28,30.1,0
1779285603100,93,UAS-02,371.8,19.07,22.07,3.00,17.40,21.7,0.982,1,1,31.0,0.16,28.36,29.8,0
1779285603133,94,GND-VEH-01,745.2,18.99,22.21,3.22,18.28,24.2,0.990,1,1,31.1,0.06,28.39,30.0,0
1779285603167,95,PERSON-01,786.3,18.78,22.01,3.23,18.04,22.5,0.972,1,1,31.0,0.06,28.26,30.1,0
1779285603200,96,UAS-01,604.7,19.07,22.25,3.19,18.24,22.6,0.990,1,1,31.5,0.55,28.82,29.9,0
1779285603233,97,UAS-02,511.7,18.92,21.86,2.94,17.75,22.4,0.990,1,1,31.0,0.59,28.47,30.1,0
1779285603267,98,GND-VEH-01,598.9,18.87,21.97,3.10,18.21,23.4,0.990,1,1,32.6,0.11,28.43,23.0,1
1779285603300,99,PERSON-01,620.4,18.89,21.99,3.10,17.67,22.1,0.990,1,1,31.0,0.03,28.32,30.0,0
1779285603333,100,UAS-01,393.7,19.05,22.13,3.09,18.54,21.9,0.990,1,1,33.4,0.11,28.42,29.9,0
1779285603367,101,UAS-02,494.7,18.95,22.18,3.23,18.54,21.8,0.990,1,1,31.0,0.24,28.22,29.8,0
1779285603400,102,GND-VEH-01,755.3,19.05,22.36,3.31,18.29,22.2,0.990,1,1,31.2,0.22,28.82,29.9,0
1779285603433,103,PERSON-01,588.6,18.87,21.86,2.99,18.19,22.3,0.990,1,1,32.8,0.12,28.64,30.1,0
1779285603467,104,UAS-01,430.6,18.94,22.11,3.17,18.64,21.3,0.986,1,1,32.6,0.20,28.50,30.0,0
1779285603500,105,UAS-02,475.0,19.14,22.12,2.97,18.16,23.0,0.990,1,1,32.5,0.12,28.35,30.1,0
1779285603533,106,GND-VEH-01,374.1,19.20,22.42,3.22,17.87,23.7,0.990,1,1,32.3,0.00,28.20,29.9,0
1779285603567,107,PERSON-01,330.4,19.15,22.47,3.32,18.50,22.7,0.990,1,1,31.0,0.34,28.36,30.1,0
1779285603600,108,UAS-01,388.7,18.87,22.22,3.35,18.31,20.8,0.990,1,1,31.0,0.26,28.84,30.0,0
1779285603633,109,UAS-02,582.4,18.99,21.98,2.99,18.38,19.7,0.990,1,1,31.0,0.06,28.15,29.9,0
1779285603667,110,GND-VEH-01,476.2,19.10,22.19,3.09,17.52,23.1,0.990,1,1,33.1,0.31,28.41,19.2,1
1779285603700,111,PERSON-01,586.4,19.06,22.23,3.17,18.03,23.1,0.990,1,1,31.8,0.23,28.81,30.0,0
1779285603733,112,UAS-01,601.8,18.97,21.97,3.01,18.50,23.1,0.990,1,1,34.9,0.38,28.33,30.0,0
1779285603767,113,UAS-02,597.7,18.80,21.57,2.77,17.50,24.0,0.986,1,1,31.0,0.05,28.60,29.9,0
1779285603800,114,GND-VEH-01,311.5,19.08,22.27,3.19,18.95,22.1,0.990,1,1,31.0,0.28,28.28,30.2,0
1779285603833,115,PERSON-01,544.5,18.92,21.78,2.86,17.77,20.4,0.990,1,1,32.7,0.13,28.18,29.8,0
1779285603867,116,UAS-01,418.0,18.98,21.98,3.01,18.44,21.9,0.990,1,1,31.0,0.31,28.59,30.0,0
1779285603900,117,UAS-02,533.0,18.85,21.83,2.98,18.04,22.3,0.990,1,1,31.0,0.09,28.92,30.0,0
1779285603933,118,GND-VEH-01,901.6,18.98,21.79,2.82,17.24,21.7,0.990,1,1,31.0,0.11,28.61,22.6,1
1779285603967,119,PERSON-01,492.5,18.87,22.11,3.24,18.19,22.0,0.990,1,1,33.1,0.36,28.38,29.9,0
1779285604000,120,UAS-01,626.6,18.97,22.30,3.33,18.71,21.0,0.990,1,1,31.0,0.09,28.74,30.0,0
1779285604033,121,UAS-02,507.1,19.23,22.63,3.40,18.64,22.5,0.990,1,1,31.0,0.03,28.31,29.9,0
1779285604067,122,GND-VEH-01,650.9,18.89,21.66,2.77,17.21,20.7,0.990,1,1,31.3,0.08,28.81,30.1,0
1779285604100,123,PERSON-01,363.8,19.01,22.08,3.07,17.69,21.1,0.989,1,1,31.0,0.33,28.20,30.0,0
1779285604133,124,UAS-01,448.5,18.97,22.28,3.31,18.61,20.6,0.990,1,1,31.0,0.22,28.25,30.1,0
1779285604167,125,UAS-02,449.0,19.26,22.42,3.16,17.93,20.9,0.973,1,1,33.6,0.12,28.81,30.0,0
1779285604200,126,GND-VEH-01,444.2,18.80,21.89,3.10,18.11,22.1,0.990,1,1,31.0,0.17,28.97,24.0,1
1779285604233,127,PERSON-01,404.7,18.75,21.89,3.14,18.51,23.5,0.990,1,1,31.0,0.26,28.85,22.1,1
1779285604267,128,UAS-01,838.5,18.96,21.90,2.94,17.58,21.9,0.990,1,1,32.2,0.21,28.69,30.0,0
1779285604300,129,UAS-02,308.6,19.05,22.26,3.21,18.40,21.5,0.990,1,1,31.0,0.15,28.80,30.0,0
1779285604333,130,GND-VEH-01,317.9,18.96,22.23,3.26,18.23,22.6,0.990,1,1,31.0,0.11,28.92,30.1,0
1779285604367,131,PERSON-01,416.3,18.87,21.96,3.09,17.51,21.5,0.976,1,1,31.5,0.16,28.40,29.9,0
1779285604400,132,UAS-01,413.5,19.03,21.83,2.80,17.48,22.7,0.990,1,1,31.7,0.53,28.16,29.9,0
1779285604433,133,UAS-02,322.7,19.08,22.13,3.05,18.26,21.3,0.983,1,1,31.0,0.40,28.84,30.2,0
1779285604467,134,GND-VEH-01,405.2,19.17,22.39,3.22,18.12,23.1,0.990,1,1,31.0,0.46,28.27,30.0,0
1779285604500,135,PERSON-01,397.6,18.80,22.27,3.47,19.00,21.8,0.990,1,1,31.0,0.40,28.29,30.1,0
1779285604533,136,UAS-01,572.8,19.13,22.04,2.92,17.74,21.8,0.990,1,1,32.4,0.02,28.67,30.1,0
1779285604567,137,UAS-02,666.3,19.25,22.55,3.30,18.00,21.2,0.988,1,1,31.0,0.03,28.81,30.1,0
1779285604600,138,GND-VEH-01,327.9,19.05,22.21,3.16,17.86,23.0,0.981,1,1,31.0,0.40,28.63,30.0,0
1779285604633,139,PERSON-01,306.9,18.73,22.38,3.65,18.83,22.0,0.990,1,1,31.2,0.04,28.64,30.0,0
1779285604667,140,UAS-01,327.6,19.01,22.16,3.15,18.73,21.7,0.984,1,1,31.0,0.36,28.03,30.0,0
1779285604700,141,UAS-02,1048.3,19.15,21.88,2.74,17.36,23.8,0.990,1,1,32.7,0.06,28.18,29.9,0
1779285604733,142,GND-VEH-01,750.7,18.94,21.83,2.89,17.73,20.8,0.978,1,1,32.1,0.01,28.52,30.0,0
1779285604767,143,PERSON-01,478.3,18.92,21.83,2.91,18.17,21.2,0.954,1,1,31.0,0.01,28.55,20.8,1
1779285604800,144,UAS-01,362.8,19.12,22.21,3.10,17.77,21.7,0.990,1,1,31.3,0.11,28.78,29.9,0
1779285604833,145,UAS-02,371.4,19.01,22.30,3.29,18.43,22.1,0.990,1,1,33.4,0.37,28.40,30.1,0
1779285604867,146,GND-VEH-01,450.3,18.96,21.79,2.83,17.66,22.6,0.990,1,1,31.0,0.20,29.02,30.0,0
1779285604900,147,PERSON-01,359.4,18.98,22.00,3.02,18.10,21.2,0.990,1,1,31.0,0.31,28.40,30.0,0
1779285604933,148,UAS-01,313.9,19.12,22.75,3.64,18.60,21.0,0.990,1,1,34.2,0.03,28.47,29.9,0
1779285604967,149,UAS-02,658.6,18.97,22.20,3.23,18.56,21.4,0.990,1,1,32.3,0.45,28.97,30.0,0
1779285605000,150,GND-VEH-01,452.8,19.06,22.13,3.07,18.10,21.6,0.990,1,1,31.0,0.13,28.92,30.0,0
1779285605033,151,PERSON-01,316.9,18.77,21.94,3.17,17.32,23.3,0.990,1,1,31.0,0.51,28.17,29.9,0
1779285605067,152,UAS-01,367.5,18.85,22.17,3.32,19.14,21.8,0.990,1,1,31.4,0.41,28.55,29.9,0
1779285605100,153,UAS-02,310.4,18.85,22.24,3.39,18.80,22.9,0.990,1,1,31.0,0.02,28.63,30.1,0
1779285605133,154,GND-VEH-01,368.0,19.08,22.62,3.54,19.10,20.5,0.989,1,1,34.4,0.14,28.07,29.9,0
1779285605167,155,PERSON-01,680.0,19.09,22.06,2.97,18.39,20.2,0.990,1,1,31.0,0.16,28.50,30.1,0
1779285605200,156,UAS-01,425.5,19.04,22.27,3.23,18.13,22.4,0.990,1,1,31.7,0.18,28.24,20.2,1
1779285605233,157,UAS-02,867.3,19.43,22.26,2.83,17.81,20.3,0.986,1,1,31.0,0.07,28.89,30.1,0
1779285605267,158,GND-VEH-01,311.4,19.00,22.41,3.40,17.96,23.5,0.986,1,1,31.0,0.10,28.46,30.0,0
1779285605300,159,PERSON-01,539.2,18.99,21.90,2.91,17.09,22.1,0.990,1,1,31.0,0.01,28.67,30.0,0
1779285605333,160,UAS-01,304.8,19.16,22.08,2.92,18.74,21.1,0.990,1,1,35.4,0.33,28.79,19.0,1
1779285605367,161,UAS-02,566.3,19.24,22.46,3.22,18.78,22.4,0.990,1,1,32.6,0.09,28.37,30.1,0
1779285605400,162,GND-VEH-01,704.2,19.03,21.84,2.82,17.88,22.0,0.988,1,1,31.0,0.17,28.52,30.0,0
1779285605433,163,PERSON-01,677.4,19.05,22.00,2.96,17.39,22.3,0.990,1,1,31.0,0.33,28.76,30.0,0
1779285605467,164,UAS-01,400.1,18.78,21.95,3.17,18.79,22.4,0.990,1,1,31.0,0.35,28.33,30.0,0
1779285605500,165,UAS-02,591.7,18.76,21.84,3.09,18.34,22.3,0.990,1,1,33.3,0.19,28.48,29.9,0
1779285605533,166,GND-VEH-01,645.1,19.12,22.29,3.17,18.91,21.6,0.983,1,1,31.0,0.22,28.71,29.8,0
1779285605567,167,PERSON-01,313.8,18.88,22.13,3.26,18.41,23.3,0.990,1,1,31.7,0.40,29.16,29.9,0
1779285605600,168,UAS-01,383.1,18.90,22.07,3.17,18.47,21.1,0.990,1,1,34.4,0.04,28.69,30.0,0
1779285605633,169,UAS-02,305.7,19.25,22.46,3.22,18.62,23.1,0.990,1,1,31.0,0.20,28.61,29.9,0
1779285605667,170,GND-VEH-01,593.7,19.13,22.24,3.11,17.74,23.0,0.990,1,1,31.5,0.12,28.44,29.9,0
1779285605700,171,PERSON-01,710.8,18.95,22.08,3.13,18.91,21.3,0.990,1,1,31.0,0.16,29.24,22.2,1
1779285605733,172,UAS-01,709.0,18.93,22.07,3.14,18.70,23.2,0.980,1,1,31.0,0.33,29.18,30.1,0
1779285605767,173,UAS-02,359.3,19.26,22.48,3.22,18.29,20.7,0.990,1,1,31.0,0.35,28.68,30.1,0
1779285605800,174,GND-VEH-01,354.7,19.06,22.67,3.61,19.11,23.9,0.983,1,1,33.2,0.68,28.93,30.1,0
1779285605833,175,PERSON-01,375.0,18.94,22.11,3.18,17.79,22.6,0.986,1,1,31.0,0.38,28.63,30.0,0
1779285605867,176,UAS-01,784.7,18.90,22.36,3.46,18.90,20.8,0.990,1,1,31.0,0.07,28.68,30.1,0
1779285605900,177,UAS-02,933.9,18.90,21.72,2.81,17.63,21.3,0.985,1,1,31.0,0.03,28.92,30.0,0
1779285605933,178,GND-VEH-01,505.8,18.87,22.08,3.21,18.52,22.6,0.990,1,1,31.3,0.15,29.00,29.9,0
1779285605967,179,PERSON-01,694.0,18.86,21.92,3.06,17.76,22.8,0.990,1,1,33.5,0.09,29.01,30.0,0
1779285606000,180,UAS-01,304.7,18.93,22.17,3.25,17.99,23.3,0.984,1,1,31.0,0.14,28.77,30.0,0
1779285606033,181,UAS-02,306.7,18.96,22.58,3.62,20.16,20.1,0.990,1,1,31.0,0.14,28.45,30.0,0
1779285606067,182,GND-VEH-01,542.2,19.19,22.53,3.34,18.48,23.0,0.990,1,1,31.2,0.15,29.13,29.8,0
1779285606100,183,PERSON-01,688.6,19.01,22.04,3.02,17.48,23.5,0.990,1,1,32.9,0.07,28.92,30.0,0
1779285606133,184,UAS-01,406.5,18.87,21.97,3.10,18.24,21.5,0.988,1,1,31.0,0.29,28.82,30.1,0
1779285606167,185,UAS-02,455.3,18.92,22.29,3.37,18.76,21.9,0.990,1,1,31.7,0.35,28.73,30.2,0
1779285606200,186,GND-VEH-01,374.8,18.95,22.13,3.19,18.13,22.8,0.990,1,1,32.3,0.25,28.91,29.9,0
1779285606233,187,PERSON-01,406.9,19.36,22.73,3.38,18.75,21.9,0.974,1,1,34.1,0.31,28.68,30.0,0
1779285606267,188,UAS-01,494.7,18.93,21.97,3.05,18.39,22.5,0.990,1,1,31.0,0.02,28.71,30.0,0
1779285606300,189,UAS-02,315.1,19.11,22.17,3.06,18.73,22.1,0.990,1,1,31.9,0.39,28.77,29.9,0
1779285606333,190,GND-VEH-01,491.2,18.91,22.35,3.44,18.65,22.1,0.990,1,1,31.0,0.15,28.47,23.5,1
1779285606367,191,PERSON-01,459.6,19.07,22.32,3.26,18.28,23.3,0.990,1,1,33.9,0.19,29.30,30.1,0
1779285606400,192,UAS-01,787.4,18.97,21.91,2.94,17.73,22.5,0.969,1,1,32.7,0.38,28.82,29.9,0
1779285606433,193,UAS-02,377.6,19.03,22.03,3.00,18.04,22.5,0.990,1,1,31.0,0.28,28.59,30.1,0
1779285606467,194,GND-VEH-01,354.9,18.96,22.22,3.26,18.25,23.4,0.990,1,1,32.8,0.23,29.06,30.0,0
1779285606500,195,PERSON-01,425.5,18.89,22.26,3.37,19.01,23.4,0.990,1,1,32.4,0.51,28.52,30.1,0
1779285606533,196,UAS-01,392.2,18.92,21.92,3.00,17.50,21.6,0.990,1,1,31.0,0.10,28.98,30.0,0
1779285606567,197,UAS-02,623.6,19.13,22.35,3.22,18.11,22.5,0.990,1,1,31.5,0.42,28.94,20.2,1
1779285606600,198,GND-VEH-01,374.4,18.88,22.36,3.47,18.95,22.8,0.980,1,1,31.0,0.02,28.69,30.2,0
1779285606633,199,PERSON-01,378.0,19.02,22.36,3.34,19.79,20.4,0.983,1,1,31.5,0.18,28.66,30.0,0
1779285606667,200,UAS-01,466.2,19.29,22.20,2.91,17.76,22.5,0.985,1,1,32.0,0.03,28.63,29.9,0
1779285606700,201,UAS-02,315.7,18.86,22.15,3.30,18.14,21.1,0.979,1,1,31.0,0.07,29.13,30.0,0
1779285606733,202,GND-VEH-01,545.8,19.31,22.27,2.96,18.57,21.3,0.990,1,1,31.0,0.09,28.63,30.0,0
1779285606767,203,PERSON-01,649.6,19.29,22.65,3.36,18.98,22.3,0.990,1,1,32.2,0.43,28.45,30.0,0
1779285606800,204,UAS-01,402.5,18.99,22.12,3.13,17.83,22.5,0.990,1,1,33.2,0.33,28.85,30.0,0
1779285606833,205,UAS-02,401.5,18.68,21.86,3.18,18.89,20.1,0.990,1,1,31.0,0.14,28.61,19.8,1
1779285606867,206,GND-VEH-01,856.1,19.10,22.05,2.95,18.44,22.3,0.989,1,1,31.0,0.41,28.95,30.0,0
1779285606900,207,PERSON-01,322.1,18.97,21.88,2.91,17.98,22.5,0.990,1,1,31.0,0.20,28.36,21.1,1
1779285606933,208,UAS-01,472.3,18.98,22.01,3.03,17.99,22.8,0.990,1,1,31.0,0.02,29.15,30.0,0
1779285606967,209,UAS-02,630.4,18.92,21.81,2.89,17.34,22.6,0.985,1,1,32.5,0.09,28.53,29.9,0
1779285607000,210,GND-VEH-01,533.6,18.95,22.06,3.11,17.94,21.1,0.990,1,1,31.0,0.17,28.78,30.0,0
1779285607033,211,PERSON-01,562.2,18.88,22.03,3.15,18.47,21.2,0.990,1,1,31.0,0.03,28.90,30.0,0
