timestamp,frame_id,target_id,range_m,ambient_temp_c,target_temp_c,delta_t_c,snr_db,netd_mk,detection_confidence,detected,classified,classification_latency_ms,track_error_m,sensor_temp_c,frame_rate_hz,dropped_frame
1779285600900,27,PERSON-01,363.3,18.90,22.06,3.15,17.61,22.1,0.990,1,1,32.1,0.09,27.99,29.9,0
1779285600933,28,UAS-01,380.7,18.95,22.11,3.16,17.08,21.9,0.990,1,1,31.0,0.03,28.10,30.1,0
1779285600967,29,UAS-02,355.8,18.90,21.64,2.75,16.53,22.1,0.990,1,1,31.0,0.32,28.18,30.0,0
1779285601000,30,GND-VEH-01,404.7,18.84,21.63,2.79,17.20,21.2,0.979,1,1,33.7,0.01,28.20,30.0,0
1779285601033,31,PERSON-01,570.6,18.99,21.85,2.86,16.98,22.8,0.990,1,1,31.5,0.38,27.93,30.1,0
1779285601067,32,UAS-01,370.6,18.62,21.56,2.93,17.28,21.9,0.198,0,0,32.7,0.00,28.33,30.1,0
1779285601100,33,UAS-02,689.5,19.20,21.92,2.72,16.34,21.9,0.990,1,1,32.5,0.02,27.71,29.9,0
1779285601133,34,GND-VEH-01,478.9,19.01,21.49,2.48,16.67,20.4,0.990,1,1,31.9,0.14,27.98,30.0,0
1779285601167,35,PERSON-01,777.9,19.28,22.06,2.78,16.77,19.8,0.990,1,1,31.0,0.26,28.22,29.9,0
1779285601200,36,UAS-01,518.9,19.10,21.59,2.50,16.16,21.8,0.990,1,1,31.0,0.33,27.82,30.1,0
1779285601233,37,UAS-02,346.5,19.10,22.22,3.12,17.21,21.2,0.241,0,0,31.9,0.00,27.95,30.0,0
1779285601267,38,GND-VEH-01,514.0,19.08,21.63,2.55,16.92,20.4,0.990,1,1,31.0,0.35,28.15,30.0,0
1779285601300,39,PERSON-01,324.1,18.74,21.50,2.77,17.16,21.2,0.188,0,0,31.0,0.00,27.98,29.9,0
1779285601333,40,UAS-01,481.7,18.85,21.76,2.91,16.96,20.2,0.990,1,1,31.0,0.25,28.37,30.0,0
1779285601367,41,UAS-02,358.7,19.03,22.06,3.03,16.70,23.1,0.990,1,1,31.0,0.22,28.14,29.9,0
1779285601400,42,GND-VEH-01,446.5,18.89,21.65,2.76,16.59,23.3,0.990,1,1,34.5,0.40,28.52,29.9,0
1779285601433,43,PERSON-01,489.3,18.80,21.27,2.47,15.62,22.8,0.990,1,1,34.6,0.12,28.47,30.1,0
1779285601467,44,UAS-01,580.2,18.99,21.65,2.66,16.51,22.6,0.990,1,1,31.0,0.07,28.16,29.8,0
1779285601500,45,UAS-02,870.2,18.62,20.82,2.20,16.56,20.8,0.990,1,1,32.0,0.42,27.93,30.0,0
1779285601533,46,GND-VEH-01,736.9,19.09,21.79,2.70,16.16,22.4,0.990,1,1,31.0,0.04,28.40,30.0,0
1779285601567,47,PERSON-01,486.0,18.89,22.00,3.11,17.00,20.2,0.979,1,1,32.0,0.12,28.40,30.0,0
1779285601600,48,UAS-01,586.3,18.99,21.66,2.67,15.61,21.0,0.238,0,0,32.6,0.00,27.90,30.0,0
1779285601633,49,UAS-02,416.1,18.95,21.69,2.74,17.33,21.9,0.990,1,1,33.3,0.12,28.43,30.2,0
1779285601667,50,GND-VEH-01,498.8,18.96,21.49,2.53,16.48,21.9,0.990,1,1,34.1,0.39,28.28,29.9,0
1779285601700,51,PERSON-01,411.6,18.85,21.58,2.73,16.91,21.9,0.990,1,1,31.0,0.13,28.18,30.1,0
1779285601733,52,UAS-01,381.2,18.82,21.86,3.04,17.07,21.6,0.990,1,1,31.0,0.09,28.12,29.9,0
1779285601767,53,UAS-02,445.8,18.87,21.61,2.74,16.92,21.3,0.990,1,1,31.0,0.01,28.21,30.0,0
1779285601800,54,GND-VEH-01,412.0,19.02,21.86,2.83,16.34,22.4,0.990,1,1,31.0,0.37,28.43,30.0,0
1779285601833,55,PERSON-01,543.4,18.80,21.38,2.58,16.00,21.7,0.990,1,1,31.3,0.11,28.56,29.9,0
1779285601867,56,UAS-01,336.4,19.12,22.35,3.23,17.81,22.9,0.977,1,1,31.0,0.04,28.08,29.9,0
1779285601900,57,UAS-02,683.3,19.07,22.05,2.98,17.28,22.0,0.982,1,1,31.0,0.36,27.85,29.9,0
1779285601933,58,GND-VEH-01,936.6,19.09,21.83,2.75,16.64,22.3,0.990,1,1,33.5,0.04,28.27,30.1,0
1779285601967,59,PERSON-01,385.6,19.22,21.77,2.55,16.20,22.4,0.989,1,1,31.0,0.29,28.31,29.9,0
1779285602000,60,UAS-01,512.7,18.93,21.66,2.74,16.64,22.6,0.990,1,1,31.0,0.20,28.36,29.9,0
1779285602033,61,UAS-02,319.6,19.23,21.98,2.75,16.61,21.3,0.179,0,0,31.0,0.00,28.18,30.0,0
1779285602067,62,GND-VEH-01,515.8,19.07,21.83,2.77,17.05,22.3,0.990,1,1,32.3,0.08,28.45,30.1,0
1779285602100,63,PERSON-01,702.2,19.09,21.58,2.49,15.80,22.3,0.990,1,1,31.0,0.08,28.31,29.9,0
1779285602133,64,UAS-01,309.6,18.87,21.92,3.04,17.12,22.5,0.990,1,1,31.0,0.41,28.38,30.0,0
1779285602167,65,UAS-02,484.8,18.88,21.30,2.42,16.11,23.4,0.990,1,1,31.0,0.14,28.22,30.1,0
1779285602200,66,GND-VEH-01,766.9,19.06,21.78,2.72,16.42,21.8,0.990,1,1,31.0,0.10,27.82,30.0,0
1779285602233,67,PERSON-01,440.5,18.91,22.04,3.13,17.02,21.6,0.990,1,1,33.5,0.52,28.17,30.1,0
1779285602267,68,UAS-01,535.7,19.15,22.00,2.85,16.35,20.6,0.981,1,1,31.0,0.04,28.42,30.0,0
1779285602300,69,UAS-02,349.2,19.05,21.85,2.80,16.35,20.7,0.990,1,1,32.7,0.49,28.30,29.9,0
1779285602333,70,GND-VEH-01,463.4,18.84,21.59,2.76,16.27,23.1,0.990,1,1,31.4,0.17,28.38,29.9,0
1779285602367,71,PERSON-01,403.3,19.17,21.80,2.63,17.25,20.0,0.990,1,1,31.0,0.02,28.55,30.0,0
1779285602400,72,UAS-01,385.7,18.83,21.90,3.07,16.75,21.2,0.990,1,1,31.2,0.36,28.08,29.8,0
1779285602433,73,UAS-02,622.2,19.02,21.60,2.58,16.17,22.2,0.990,1,1,32.5,0.01,28.61,30.0,0
1779285602467,74,GND-VEH-01,445.2,18.82,21.67,2.85,16.85,21.8,0.990,1,1,33.2,0.07,28.13,30.0,0
1779285602500,75,PERSON-01,311.6,19.01,22.12,3.11,17.41,21.1,0.990,1,1,31.0,0.41,28.35,30.0,0
1779285602533,76,UAS-01,434.8,18.99,21.80,2.81,17.00,22.0,0.990,1,1,31.0,0.40,28.44,30.1,0
1779285602567,77,UAS-02,717.3,18.83,21.70,2.87,16.69,22.9,0.988,1,1,31.0,0.03,28.22,30.1,0
1779285602600,78,GND-VEH-01,426.9,19.23,22.11,2.88,17.29,22.2,0.990,1,1,31.0,0.02,27.95,30.0,0
1779285602633,79,PERSON-01,426.7,19.09,22.05,2.96,17.00,22.4,0.990,1,1,31.0,0.00,28.68,29.9,0
1779285602667,80,UAS-01,652.3,18.89,21.73,2.84,16.85,24.5,0.990,1,1,31.0,0.19,28.26,30.0,0
1779285602700,81,UAS-02,571.8,19.03,21.71,2.67,16.54,22.2,0.983,1,1,31.0,0.41,27.95,29.9,0
1779285602733,82,GND-VEH-01,697.2,18.94,21.30,2.36,16.63,22.9,0.161,0,0,31.0,0.00,28.06,29.8,0
1779285602767,83,PERSON-01,729.7,19.03,21.34,2.31,16.57,21.2,0.990,1,1,31.0,0.46,28.31,30.1,0
1779285602800,84,UAS-01,535.1,19.07,21.96,2.90,16.75,22.0,0.990,1,1,31.0,0.02,28.75,30.2,0
1779285602833,85,UAS-02,602.0,19.14,21.76,2.62,16.27,22.3,0.990,1,1,32.7,0.09,28.60,30.1,0
1779285602867,86,GND-VEH-01,534.0,18.98,21.57,2.59,16.54,23.2,0.178,0,0,31.1,0.00,28.62,30.0,0
1779285602900,87,PERSON-01,479.7,18.86,21.55,2.69,17.25,22.7,0.181,0,0,31.0,0.00,28.05,30.0,0
1779285602933,88,UAS-01,552.6,18.97,21.66,2.69,16.14,23.3,0.990,1,1,31.0,0.26,28.18,30.0,0
1779285602967,89,UAS-02,720.5,19.01,21.70,2.69,16.89,22.2,0.990,1,1,32.8,0.14,28.41,30.0,0
1779285603000,90,GND-VEH-01,542.6,19.12,22.02,2.90,16.97,23.9,0.990,1,1,31.2,0.30,28.18,29.9,0
1779285603033,91,PERSON-01,391.8,18.90,21.83,2.93,16.86,23.3,0.990,1,1,32.6,0.35,28.20,30.1,0
1779285603067,92,UAS-01,643.0,19.06,21.77,2.71,16.14,23.3,0.983,1,1,32.5,0.09,28.85,30.0,0
1779285603100,93,UAS-02,361.0,19.05,21.78,2.73,16.23,22.7,0.990,1,1,31.0,0.47,28.81,30.0,0
1779285603133,94,GND-VEH-01,498.7,19.06,21.72,2.66,16.65,22.2,0.974,1,1,31.0,0.26,28.51,30.0,0
1779285603167,95,PERSON-01,704.2,18.64,21.12,2.48,17.11,22.9,0.990,1,1,31.0,0.06,28.28,30.1,0
1779285603200,96,UAS-01,552.5,19.13,22.11,2.98,16.58,22.0,0.990,1,1,31.0,0.15,28.40,30.1,0
1779285603233,97,UAS-02,420.1,19.29,22.44,3.16,16.70,21.9,0.972,1,1,31.0,0.40,28.45,29.9,0
1779285603267,98,GND-VEH-01,463.8,19.24,21.79,2.55,16.33,21.8,0.990,1,1,31.8,0.21,28.80,29.9,0
1779285603300,99,PERSON-01,622.6,19.05,21.74,2.69,16.70,21.5,0.977,1,1,31.1,0.00,28.52,30.2,0
1779285603333,100,UAS-01,505.2,18.89,21.48,2.59,16.35,22.3,0.990,1,1,31.7,0.06,28.53,30.1,0
1779285603367,101,UAS-02,748.4,18.99,21.75,2.76,16.60,22.3,0.990,1,1,33.5,0.49,28.09,30.2,0
1779285603400,102,GND-VEH-01,465.9,19.32,21.83,2.51,15.77,22.7,0.990,1,1,32.1,0.09,28.40,30.1,0
1779285603433,103,PERSON-01,318.5,19.00,22.03,3.03,17.16,21.6,0.990,1,1,31.0,0.15,28.31,30.0,0
1779285603467,104,UAS-01,609.2,19.05,21.69,2.65,16.18,22.2,0.990,1,1,34.3,0.21,27.92,30.0,0
1779285603500,105,UAS-02,883.2,18.79,21.47,2.68,16.38,22.5,0.990,1,1,32.1,0.07,28.37,30.1,0
1779285603533,106,GND-VEH-01,315.4,18.95,21.83,2.88,17.15,22.5,0.985,1,1,31.0,0.02,28.81,29.8,0
1779285603567,107,PERSON-01,450.8,19.03,21.93,2.90,16.39,21.0,0.990,1,1,32.8,0.30,28.23,30.0,0
1779285603600,108,UAS-01,384.0,19.31,22.35,3.04,17.25,21.7,0.990,1,1,31.0,0.20,28.62,30.0,0
1779285603633,109,UAS-02,459.5,18.87,21.60,2.73,17.45,22.8,0.990,1,1,31.8,0.08,28.50,29.8,0
1779285603667,110,GND-VEH-01,476.5,18.79,21.45,2.66,17.29,20.3,0.990,1,1,31.0,0.39,28.26,30.1,0
1779285603700,111,PERSON-01,384.9,19.19,22.21,3.01,16.68,21.6,0.990,1,1,31.0,0.07,28.33,30.1,0
1779285603733,112,UAS-01,550.7,19.19,21.86,2.66,16.06,22.3,0.975,1,1,32.0,0.16,28.56,29.9,0
1779285603767,113,UAS-02,652.4,19.25,21.92,2.67,16.22,21.7,0.990,1,1,31.0,0.17,28.95,30.1,0
1779285603800,114,GND-VEH-01,399.0,19.32,22.14,2.82,16.19,22.7,0.990,1,1,31.0,0.13,28.54,30.0,0
1779285603833,115,PERSON-01,407.1,19.09,22.07,2.97,17.53,22.2,0.973,1,1,32.5,0.07,29.03,29.9,0
1779285603867,116,UAS-01,508.0,18.99,21.86,2.87,16.51,22.2,0.978,1,1,31.0,0.44,28.79,30.0,0
1779285603900,117,UAS-02,471.7,19.02,21.72,2.70,16.56,22.0,0.188,0,0,31.0,0.00,28.70,30.1,0
1779285603933,118,GND-VEH-01,722.2,19.12,21.68,2.55,16.19,21.3,0.986,1,1,31.8,0.21,28.56,30.0,0
1779285603967,119,PERSON-01,827.2,19.11,21.69,2.58,16.15,22.1,0.990,1,1,31.0,0.24,28.65,30.0,0
1779285604000,120,UAS-01,394.4,19.07,22.00,2.92,16.64,23.6,0.990,1,1,31.0,0.24,28.28,30.0,0
1779285604033,121,UAS-02,341.1,19.14,22.03,2.89,17.16,21.7,0.225,0,0,32.1,0.00,28.46,30.0,0
1779285604067,122,GND-VEH-01,449.5,19.10,21.75,2.65,16.22,21.8,0.990,1,1,33.2,0.30,28.67,30.0,0
1779285604100,123,PERSON-01,396.8,19.25,22.12,2.87,16.11,21.5,0.986,1,1,31.0,0.20,28.53,29.9,0
1779285604133,124,UAS-01,593.9,19.07,21.73,2.66,17.02,22.3,0.990,1,1,31.0,0.31,28.67,29.9,0
1779285604167,125,UAS-02,659.1,19.13,21.56,2.43,16.40,22.4,0.990,1,1,31.0,0.01,28.57,30.0,0
1779285604200,126,GND-VEH-01,760.7,19.11,21.69,2.58,16.15,24.2,0.990,1,1,31.0,0.08,28.60,29.9,0
1779285604233,127,PERSON-01,359.8,18.97,21.71,2.74,17.03,23.3,0.990,1,1,32.6,0.09,28.26,29.9,0
1779285604267,128,UAS-01,490.2,18.91,22.03,3.12,16.90,23.0,0.990,1,1,31.2,0.01,28.08,30.1,0
1779285604300,129,UAS-02,716.4,18.92,21.32,2.40,15.99,21.3,0.976,1,1,31.0,0.08,28.41,30.0,0
1779285604333,130,GND-VEH-01,315.2,18.73,21.26,2.53,16.05,21.7,0.990,1,1,32.7,0.05,28.26,29.9,0
1779285604367,131,PERSON-01,513.8,18.95,21.74,2.79,15.82,23.0,0.978,1,1,32.0,0.10,28.42,29.9,0
1779285604400,132,UAS-01,361.0,18.79,21.36,2.57,16.66,23.0,0.990,1,1,31.0,0.04,28.57,30.0,0
1779285604433,133,UAS-02,474.2,18.85,21.70,2.86,17.03,22.3,0.990,1,1,31.0,0.25,28.46,30.0,0
1779285604467,134,GND-VEH-01,314.4,19.01,21.81,2.81,17.23,22.0,0.990,1,1,31.0,0.34,28.48,30.0,0
1779285604500,135,PERSON-01,386.8,19.01,21.59,2.57,16.76,21.8,0.987,1,1,32.2,0.04,28.50,29.9,0
1779285604533,136,UAS-01,810.6,19.01,21.47,2.45,15.94,23.3,0.984,1,1,33.5,0.43,28.43,30.1,0
1779285604567,137,UAS-02,314.3,18.90,21.71,2.81,17.01,22.9,0.990,1,1,33.0,0.22,28.53,30.0,0
1779285604600,138,GND-VEH-01,370.9,18.94,21.76,2.82,16.30,23.0,0.189,0,0,32.5,0.00,28.35,29.9,0
1779285604633,139,PERSON-01,546.7,18.98,21.59,2.62,16.72,21.7,0.990,1,1,31.0,0.27,29.00,30.1,0
1779285604667,140,UAS-01,584.0,18.75,21.40,2.66,15.76,21.1,0.988,1,1,31.0,0.17,28.57,30.1,0
1779285604700,141,UAS-02,308.9,18.91,21.66,2.75,16.47,20.9,0.990,1,1,31.0,0.15,28.52,30.0,0
1779285604733,142,GND-VEH-01,658.5,18.90,21.58,2.68,16.71,20.8,0.990,1,1,31.0,0.19,28.52,29.8,0
1779285604767,143,PERSON-01,321.1,18.96,21.77,2.80,16.74,22.4,0.172,0,0,31.0,0.00,28.62,30.0,0
1779285604800,144,UAS-01,432.4,18.98,21.57,2.59,16.93,21.6,0.990,1,1,31.0,0.15,28.23,30.0,0
1779285604833,145,UAS-02,689.5,19.02,21.66,2.64,16.15,21.0,0.989,1,1,32.0,0.16,28.58,30.0,0
1779285604867,146,GND-VEH-01,314.4,19.22,21.88,2.66,16.90,21.3,0.990,1,1,31.1,0.07,28.48,30.1,0
1779285604900,147,PERSON-01,499.3,19.20,22.01,2.81,16.80,21.3,0.990,1,1,31.8,0.19,28.39,30.0,0
1779285604933,148,UAS-01,715.4,18.98,21.94,2.96,17.13,21.8,0.989,1,1,31.0,0.10,28.59,30.0,0
1779285604967,149,UAS-02,435.8,18.90,21.70,2.80,16.92,22.9,0.990,1,1,31.0,0.08,28.84,30.1,0
1779285605000,150,GND-VEH-01,586.2,19.19,22.02,2.84,16.77,21.0,0.265,0,0,31.0,0.00,28.80,30.1,0
1779285605033,151,PERSON-01,572.3,19.16,21.79,2.63,16.45,22.0,0.990,1,1,35.0,0.11,28.55,30.1,0
1779285605067,152,UAS-01,455.4,19.01,21.74,2.72,16.33,23.0,0.990,1,1,32.5,0.30,28.71,30.0,0
1779285605100,153,UAS-02,316.9,18.95,21.72,2.77,17.48,23.3,0.990,1,1,33.0,0.07,28.37,29.9,0
1779285605133,154,GND-VEH-01,440.2,18.91,21.68,2.78,16.64,20.8,0.990,1,1,32.6,0.26,28.37,30.0,0
1779285605167,155,PERSON-01,348.4,19.32,22.44,3.11,17.02,21.1,0.990,1,1,31.0,0.35,28.56,29.9,0
1779285605200,156,UAS-01,503.8,18.78,21.39,2.61,16.38,21.1,0.981,1,1,31.0,0.24,28.44,30.1,0
1779285605233,157,UAS-02,312.5,18.97,21.92,2.95,16.89,21.9,0.984,1,1,31.0,0.04,28.61,29.9,0
1779285605267,158,GND-VEH-01,604.0,19.26,22.05,2.79,16.76,22.9,0.989,1,1,31.0,0.14,28.80,30.0,0
1779285605300,159,PERSON-01,432.4,19.10,21.96,2.86,16.97,21.2,0.990,1,1,34.1,0.06,28.97,30.0,0
1779285605333,160,UAS-01,400.7,19.08,22.02,2.94,17.29,21.3,0.988,1,1,31.0,0.00,28.98,30.0,0
1779285605367,161,UAS-02,878.9,19.02,21.64,2.62,16.57,23.0,0.990,1,1,31.6,0.12,28.85,30.2,0
1779285605400,162,GND-VEH-01,782.9,19.13,21.62,2.49,16.90,20.5,0.984,1,1,31.0,0.23,28.71,30.0,0
1779285605433,163,PERSON-01,303.2,18.95,21.57,2.61,16.53,23.0,0.198,0,0,31.0,0.00,28.78,30.1,0
1779285605467,164,UAS-01,420.2,18.94,21.69,2.75,16.54,22.0,0.985,1,1,31.0,0.35,28.57,29.9,0
1779285605500,165,UAS-02,328.2,19.14,21.91,2.77,16.94,23.2,0.990,1,1,32.3,0.03,28.85,30.0,0
1779285605533,166,GND-VEH-01,325.6,18.87,21.58,2.71,16.88,23.0,0.990,1,1,31.8,0.43,28.86,30.1,0
1779285605567,167,PERSON-01,627.7,18.81,21.43,2.62,16.86,22.0,0.990,1,1,31.0,0.23,28.60,29.9,0
1779285605600,168,UAS-01,760.1,19.11,21.52,2.41,16.61,21.8,0.990,1,1,31.0,0.26,28.82,30.1,0
1779285605633,169,UAS-02,701.9,19.17,21.81,2.63,16.68,22.2,0.990,1,1,32.0,0.28,28.79,30.0,0
1779285605667,170,GND-VEH-01,559.2,19.13,22.17,3.04,16.34,23.6,0.990,1,1,31.0,0.33,28.65,29.9,0
1779285605700,171,PERSON-01,535.0,18.88,21.41,2.53,16.59,22.3,0.990,1,1,31.0,0.08,28.47,30.0,0
1779285605733,172,UAS-01,375.4,18.97,22.13,3.16,17.25,21.9,0.979,1,1,32.9,0.38,28.35,30.1,0
1779285605767,173,UAS-02,439.5,19.20,22.09,2.89,16.83,22.4,0.989,1,1,33.9,0.54,28.83,30.0,0
1779285605800,174,GND-VEH-01,408.5,18.93,21.84,2.91,17.32,22.4,0.990,1,1,31.0,0.11,28.41,29.8,0
1779285605833,175,PERSON-01,668.7,19.23,22.22,2.99,16.69,22.0,0.990,1,1,31.3,0.44,28.36,30.0,0
1779285605867,176,UAS-01,337.9,19.03,21.67,2.64,16.88,22.0,0.229,0,0,31.4,0.00,28.49,29.9,0
1779285605900,177,UAS-02,322.9,19.01,21.67,2.65,17.04,21.3,0.979,1,1,32.6,0.05,28.80,30.0,0
1779285605933,178,GND-VEH-01,727.1,18.70,21.68,2.98,16.85,20.2,0.990,1,1,31.8,0.41,28.87,30.0,0
1779285605967,179,PERSON-01,430.4,19.34,22.20,2.87,16.82,23.2,0.990,1,1,31.0,0.13,28.79,30.0,0
1779285606000,180,UAS-01,513.0,19.01,22.01,3.00,18.00,22.5,0.990,1,1,31.0,0.18,28.42,30.0,0
1779285606033,181,UAS-02,781.5,18.79,21.27,2.48,16.38,22.2,0.990,1,1,33.1,0.14,28.45,30.1,0
1779285606067,182,GND-VEH-01,767.4,19.26,22.07,2.81,16.72,21.8,0.990,1,1,32.6,0.28,28.75,30.0,0
1779285606100,183,PERSON-01,463.0,18.81,21.84,3.03,17.55,21.2,0.985,1,1,31.0,0.37,28.71,30.0,0
1779285606133,184,UAS-01,517.3,18.95,21.31,2.36,16.36,22.3,0.986,1,1,31.0,0.13,28.43,30.0,0
1779285606167,185,UAS-02,850.9,18.80,21.29,2.49,16.12,21.7,0.990,1,1,32.2,0.05,28.62,30.0,0
1779285606200,186,GND-VEH-01,300.3,19.03,22.03,3.00,17.75,22.4,0.990,1,1,31.0,0.15,28.68,29.9,0
1779285606233,187,PERSON-01,597.5,18.98,21.85,2.86,16.45,23.0,0.990,1,1,31.1,0.32,28.52,30.0,0
1779285606267,188,UAS-01,337.1,18.86,21.69,2.83,17.11,23.6,0.987,1,1,31.0,0.01,28.66,30.0,0
1779285606300,189,UAS-02,540.5,18.96,21.67,2.71,16.96,21.7,0.990,1,1,32.6,0.49,28.91,30.1,0
1779285606333,190,GND-VEH-01,783.6,18.83,21.20,2.37,16.04,23.2,0.990,1,1,31.2,0.06,28.57,30.0,0
1779285606367,191,PERSON-01,638.2,19.02,21.67,2.65,16.04,22.8,0.990,1,1,31.0,0.13,28.87,30.0,0
1779285606400,192,UAS-01,405.3,18.76,21.74,2.98,17.42,21.9,0.983,1,1,31.0,0.16,28.77,30.0,0
1779285606433,193,UAS-02,675.3,18.99,21.56,2.57,16.56,21.6,0.990,1,1,31.0,0.25,28.45,29.8,0
1779285606467,194,GND-VEH-01,329.0,19.07,22.22,3.15,17.19,23.2,0.990,1,1,31.0,0.49,28.90,29.9,0
1779285606500,195,PERSON-01,476.2,18.86,21.57,2.70,16.57,22.7,0.990,1,1,33.5,0.07,28.84,30.1,0
1779285606533,196,UAS-01,618.9,18.92,21.35,2.42,16.04,22.1,0.990,1,1,31.0,0.22,28.61,30.0,0
1779285606567,197,UAS-02,319.7,18.79,21.52,2.72,16.21,23.2,0.990,1,1,31.0,0.35,28.59,30.1,0
1779285606600,198,GND-VEH-01,358.0,19.02,21.97,2.96,16.88,22.1,0.975,1,1,33.4,0.25,28.43,30.0,0
1779285606633,199,PERSON-01,798.7,19.11,21.89,2.79,17.13,21.1,0.990,1,1,32.7,0.09,28.83,29.9,0
1779285606667,200,UAS-01,410.0,19.05,21.78,2.73,17.10,22.2,0.170,0,0,32.9,0.00,28.57,30.1,0
1779285606700,201,UAS-02,833.0,18.99,21.77,2.78,16.65,22.8,0.990,1,1,34.0,0.46,28.41,30.0,0
1779285606733,202,GND-VEH-01,531.5,18.97,21.58,2.61,16.57,22.8,0.974,1,1,32.0,0.24,28.79,30.1,0
1779285606767,203,PERSON-01,605.3,18.95,21.55,2.60,16.12,23.7,0.975,1,1,32.7,0.01,28.47,30.1,0
1779285606800,204,UAS-01,306.4,19.04,22.04,3.00,16.94,21.7,0.990,1,1,32.8,0.10,28.63,30.0,0
1779285606833,205,UAS-02,383.3,19.24,21.95,2.71,17.11,21.5,0.990,1,1,34.3,0.19,28.98,30.0,0
1779285606867,206,GND-VEH-01,543.3,19.02,21.97,2.95,16.81,22.2,0.990,1,1,31.9,0.07,28.78,30.1,0
1779285606900,207,PERSON-01,359.4,18.78,21.69,2.91,16.97,21.5,0.990,1,1,31.0,0.61,28.79,29.8,0
1779285606933,208,UAS-01,713.2,18.81,21.67,2.86,16.84,21.9,0.990,1,1,31.0,0.15,29.17,30.0,0
1779285606967,209,UAS-02,626.8,19.21,21.76,2.56,16.17,22.6,0.990,1,1,31.0,0.34,29.03,29.7,0
1779285607000,210,GND-VEH-01,826.2,18.87,21.75,2.88,16.53,21.0,0.990,1,1,31.4,0.04,29.03,30.0,0
1779285607033,211,PERSON-01,647.3,18.98,21.49,2.51,16.28,21.1,0.990,1,1,31.1,0.34,28.90,30.0,0
